ID,electricity_kwh_per_month,natural_gas_therms_per_month,vehicle_miles_per_month,house_area_sqft,water_usage_liters_per_day,public_transport_usage_per_week,household_size,home_insulation_quality,meat_consumption_kg_per_week,laundry_loads_per_week,recycles_regularly,composts_organic_waste,uses_solar_panels,energy_efficient_appliances,heating_type,diet_type,owns_pet,smart_thermostat_installed,carbon_footprint
0x2d49,359.56,0.0,631.66,1161.81,300.33,3,1,4,2.19,7,0.0,0.0,0,1.0,electric,omnivore,1,0.0,606.35
0x4144,388.17,56.07,932.81,2215.33,372.96,0,7,3,1.6,1,0.0,1.0,0,0.0,gas,omnivore,0,1.0,894.83
0x984,378.11,48.83,1212.05,2099.77,356.81,0,1,3,2.17,2,1.0,0.0,0,1.0,electric,omnivore,0,1.0,800.29
0x4cf3,384.31,44.24,633.69,1998.1,448.55,3,1,3,4.65,7,1.0,0.0,1,1.0,electric,omnivore,0,0.0,807.78
0x116f,572.81,32.5,563.72,2128.75,363.11,5,2,5,0.82,6,1.0,0.0,0,1.0,gas,omnivore,0,0.0,619.04
0x212a,298.03,54.72,1065.57,1903.34,338.38,0,1,3,2.47,4,0.0,1.0,0,0.0,gas,omnivore,0,0.0,1009.57
0x42de,527.1,76.06,504.01,1551.02,428.12,-4,1,2,2.34,8,1.0,0.0,0,0.0,electric,omnivore,1,1.0,951.03
0x3dc5,512.08,62.21,789.28,2376.54,291.57,0,2,2,0.92,8,1.0,1.0,0,1.0,electric,vegetarian,0,0.0,622.58
0x2459,364.77,47.48,829.55,2313.45,454.8,2,1,3,4.27,6,1.0,1.0,0,1.0,gas,vegetarian,1,0.0,697.84
0x32ce,372.65,35.37,-28.84788924284078,1247.45,372.93,5,3,6,0.0,6,1.0,0.0,0,0.0,none,omnivore,1,0.0,671.8
0x4e79,241.89,43.1,1035.1,1449.74,440.27,0,4,2,2.21,4,1.0,1.0,0,0.0,electric,omnivore,0,1.0,863.52
0xb91,361.53,53.53,613.53,1633.89,526.96,3,4,3,0.75,3,1.0,0.0,0,1.0,gas,vegetarian,0,0.0,526.38
0x3873,436.77,48.01,869.82,2478.11,571.9,1,6,2,2.91,5,1.0,0.0,0,,gas,omnivore,1,0.0,1029.79
0x5cd,202.71,48.61,810.29,1620.57,308.05,2,8,0,2.02,2,1.0,0.0,0,1.0,electric,omnivore,1,0.0,710.14
0x4ea2,207.97,69.38,1230.98,1285.49,279.09,2,1,2,3.99,2,1.0,0.0,0,0.0,gas,omnivore,1,0.0,1167.43
0x7e0,422.02,45.37,901.8,1891.93,352.83,0,6,3,4.13,9,1.0,0.0,0,1.0,gas,omnivore,0,0.0,932.65
0x1a53,208.15,87.9,1286.56,1918.51,536.89,3,5,2,2.67,2,1.0,1.0,1,1.0,electric,omnivore,1,0.0,958.94
0x33ec,571.42,34.24,1213.73,2523.75,357.26,5,3,4,4.01,8,1.0,0.0,0,1.0,gas,omnivore,1,1.0,915.44
0x237f,342.55,44.76,770.63,1899.78,341.34,2,5,3,3.14,5,1.0,0.0,0,0.0,none,vegetarian,0,0.0,643.98
0xfc2,379.6,55.86,119.22,401.15,377.75,5,5,2,4.91,8,1.0,1.0,0,0.0,electric,omnivore,0,0.0,938.62
0x612,389.71,25.07,623.11,1705.52,307.37,4,3,4,0.54,7,1.0,0.0,0,0.0,electric,vegetarian,1,1.0,489.4
0x35ae,470.16,46.76,526.47,1200.31,441.77,3,1,2,3.53,6,0.0,1.0,0,1.0,N6^tc,vegetarian,1,0.0,664.3
0x384f,258.73,46.11,746.95,1167.43,310.86,5,5,2,2.37,7,1.0,1.0,1,0.0,",ci8/",vegan,0,0.0,503.33
0x2ace,576.75,56.97,602.0,1703.45,336.08,5,1,3,3.22,4,1.0,0.0,0,,:pWN#,omnivore,1,0.0,987.5
0x23e3,399.2,45.35,1030.84,1781.02,586.73,0,2,5,4.5,5,0.0,0.0,1,0.0,gas,vegetarian,0,0.0,733.49
0x26b6,476.61,36.31,410.99,1466.79,321.53,8,5,3,4.1,6,0.0,1.0,0,1.0,electric,omnivore,0,1.0,776.75
0x28e1,393.48,37.23,726.92,1160.35,291.07,0,1,4,4.54,5,1.0,1.0,0,1.0,gas,vegetarian,0,0.0,635.26
0xa02,293.57,36.84,857.7,1203.95,430.52,6,5,2,1.97,1,1.0,0.0,0,1.0,gas,omnivore,1,0.0,750.97
0x646,377.83,40.29,3.7713458258431274,2120.7,100.0,1,1,5,2.58,8,1.0,1.0,1,0.0,gas,omnivore,1,0.0,828.78
0x4bb3,469.85,47.23,781.79,865.81,321.8,6,1,1,1.53,4,0.0,0.0,1,0.0,electric,omnivore,1,0.0,844.24
0x4635,350.03,72.83,1002.07,1685.67,239.43,5,5,2,3.02,4,1.0,1.0,0,0.0,electric,omnivore,1,1.0,1035.19
0x27ca,512.97,87.2,845.0,2814.21,484.01,6,1,3,1.63,7,1.0,0.0,1,0.0,gas,omnivore,0,0.0,957.64
0x2d4f,427.92,52.08,924.28,2174.59,404.54,1,5,3,0.59,2,0.0,1.0,1,0.0,electric,vegetarian,0,0.0,587.19
0x379a,360.68,26.55,474.35,1545.31,534.8,5,3,4,1.37,2,1.0,1.0,0,1.0,gas,omnivore,1,0.0,584.79
0x1e6f,364.97,40.32,753.87,1457.53,587.96,4,3,2,4.31,2,1.0,0.0,0,1.0,gas,omnivore,0,0.0,886.68
0x3877,-11.0,69.3,857.99,2838.84,532.59,4,1,2,5.68,8,1.0,1.0,0,1.0,electric,vegan,1,0.0,651.51
0x478f,396.29,70.79,975.41,1962.61,455.21,0,5,3,3.92,7,1.0,0.0,0,0.0,gas,omnivore,0,0.0,1130.52
0x827,239.47,7.56,86.12,494.23,379.11,7,6,4,4.01,3,0.0,0.0,0,0.0,electric,vegetarian,1,0.0,497.1
0x1a7f,217.36,29.45,854.27,1360.0,355.34,0,9,4,4.78,6,1.0,0.0,0,0.0,gas,omnivore,0,0.0,928.25
0x153c,561.0,67.06,733.77,2119.36,458.6,0,2,4,1.82,4,1.0,1.0,0,1.0,[F'dH,omnivore,0,1.0,750.03
0x1e3e,473.71,49.52,885.94,3213.3,466.24,3,4,3,2.35,6,1.0,0.0,1,0.0,electric,vegetarian,0,0.0,660.16
0x2158,419.16,0.69,806.74,1810.19,314.12,2,1,5,0.85,3,0.0,1.0,1,1.0,gas,omnivore,1,0.0,514.67
0x371b,576.37,41.92,552.74,1285.58,493.96,2,1,3,0.28,7,1.0,0.0,0,1.0,electric,omnivore,0,0.0,640.12
0x23bd,399.76,57.64,1191.59,2250.57,399.32,1,4,4,1.85,4,0.0,1.0,0,,gas,omnivore,0,0.0,992.28
0x39df,479.85,76.04,1046.95,2237.38,522.47,2,3,2,2.74,4,1.0,1.0,1,0.0,electric,omnivore,0,0.0,1029.62
0x3f4f,453.55,25.38,724.58,1233.64,447.11,1,4,3,3.92,2,1.0,,0,1.0,gas,omnivore,1,1.0,776.0
0x3a25,347.96,19.66,1061.88,2748.32,525.58,5,2,5,4.02,7,1.0,0.0,0,0.0,gas,vegan,1,0.0,550.69
0x1cc1,437.75,47.7,965.52,2152.17,424.48,4,5,3,0.12,2,1.0,0.0,0,0.0,gas,omnivore,0,0.0,801.06
0x3563,455.02,48.67,1175.13,1848.16,430.99,0,4,2,2.15,2,1.0,1.0,1,0.0,electric,omnivore,0,0.0,913.61
0x50ea,295.46,53.36,776.81,2421.0,510.09,7,4,5,5.52,4,1.0,0.0,0,1.0,gas,vegetarian,1,0.0,671.23
0x3d8a,450.99,51.12,736.51,1986.6,389.34,4,6,4,1.29,1,0.0,1.0,0,,gas,omnivore,0,1.0,700.21
0x1779,269.81,39.4,1147.94,1868.64,-22.0,0,2,4,3.91,6,1.0,0.0,0,0.0,gas,omnivore,0,1.0,947.61
0x2186,405.22,75.29,1199.46,2424.91,477.77,0,1,3,4.11,8,1.0,,0,1.0,gas,omnivore,0,0.0,1067.03
0x47ee,334.22,60.99,1279.64,1003.3,295.27,0,6,1,1.15,2,1.0,0.0,0,1.0,gas,omnivore,0,0.0,899.64
0x1be4,326.68,14.69,371.18,945.56,339.22,6,2,4,4.04,3,1.0,0.0,0,0.0,gas,omnivore,0,0.0,737.68
0x2c64,568.9,55.38,1023.83,2302.75,395.98,6,5,4,3.78,6,1.0,0.0,1,1.0,none,vegan,1,1.0,477.93
0x1caa,476.25,40.43,890.14,1689.04,340.31,5,8,3,0.57,6,1.0,1.0,0,0.0,electric,vegetarian,1,0.0,613.11
0x4811,443.54,72.46,936.01,1296.72,383.97,0,1,1,4.38,9,0.0,0.0,1,0.0,none,omnivore,1,0.0,1157.01
0x5176,544.57,63.58,852.73,1791.28,409.41,14,4,2,4.53,2,,0.0,0,0.0,gas,omnivore,0,1.0,1174.37
0x1ee1,554.41,34.11,999.26,1930.84,317.68,3,3,2,3.71,8,1.0,0.0,0,1.0,electric,vegetarian,0,1.0,686.02
0x58d,311.87,20.11,774.79,1553.2,453.33,0,7,3,0.59,6,0.0,0.0,0,0.0,gas,vegetarian,0,0.0,554.79
0x507c,398.99,103.81,1204.04,2078.45,447.93,1,4,2,2.32,2,1.0,0.0,0,0.0,%3)59,omnivore,1,0.0,1190.95
0x3e2e,414.55,16.7,177.62,1906.55,312.61,2,5,4,1.82,1,1.0,0.0,0,0.0,none,vegetarian,1,0.0,416.03
0x5036,362.87,80.22,876.12,N+urD,-88.0,1,1,1,1.86,1,1.0,1.0,0,1.0,electric,vegetarian,1,0.0,687.03
0x431a,607.37,48.0,636.9,1846.18,488.59,3,2,4,2.05,2,0.0,,1,0.0,electric,omnivore,1,0.0,756.8
0x1948,111.51,64.18,354.69,976.76,204.65,3,4,6,3.49,7,1.0,0.0,0,0.0,gas,omnivore,1,0.0,863.78
0x4a84,414.62,47.09,532.45,1680.76,504.37,8,1,3,2.15,8,1.0,0.0,0,1.0,gas,omnivore,1,1.0,728.46
0x2957,256.65,37.48,780.18,1117.41,348.47,10,4,2,0.3,6,1.0,1.0,0,,gas,omnivore,0,,650.76
0xe31,514.78,45.38,1135.02,1650.18,561.97,1,5,5,2.83,6,0.0,0.0,1,0.0,electric,vegetarian,1,0.0,675.68
0x42df,366.84,-11.0,738.73,1696.09,260.21,2,2,2,4.09,2,0.0,0.0,1,1.0,gas,vegetarian,1,0.0,674.28
0x3269,405.39,46.57,992.86,2119.74,262.47,6,3,3,3.24,8,1.0,0.0,0,1.0,electric,omnivore,0,0.0,875.06
0x28a5,385.64,38.86,336.69,1812.23,304.66,6,1,4,0.74,3,1.0,0.0,0,0.0,electric,vegetarian,0,0.0,476.1
0x1324,308.29,49.53,869.78,1716.92,510.49,2,6,2,2.56,3,1.0,1.0,0,1.0,gas,omnivore,1,0.0,841.14
0x4bef,415.18,71.24,674.28,2221.26,437.33,5,4,2,0.5,7,1.0,0.0,0,0.0,gas,omnivore,0,0.0,890.24
0x438d,376.4,32.86,551.9,840.93,334.13,2,2,3,1.9,3,0.0,1.0,0,0.0,gas,omnivore,1,1.0,753.93
0x395d,437.24,85.2,817.41,2442.31,-99.0,3,5,3,1.79,1,1.0,1.0,1,0.0,gas,omnivore,0,0.0,909.84
0x4637,413.0,61.33,987.78,1534.06,420.07,5,1,3,2.23,5,1.0,1.0,1,1.0,gas,vegetarian,1,0.0,625.13
0xfaf,323.99,22.73,545.22,2045.42,345.78,5,4,2,1.37,3,1.0,1.0,1,0.0,gas,omnivore,1,1.0,635.47
0x144d,346.47,62.56,805.37,2035.17,415.35,5,tC5)U,2,3.15,1,1.0,1.0,0,0.0,gas,vegetarian,0,0.0,765.53
0x1161,262.81,16.17,486.95,1157.2,452.28,1,2,4,2.69,6,1.0,1.0,0,1.0,none,vegetarian,1,1.0,430.81
0x38ca,425.66,33.28,875.89,1677.85,482.82,4,4,3,3.71,3,0.0,1.0,0,1.0,none,omnivore,1,0.0,806.94
0xc0c,359.93,65.42,699.37,1671.37,398.17,5,4,3,2.0,3,1.0,,0,1.0,gas,omnivore,1,0.0,794.26
0xb8c,491.66,50.55,1224.24,3233.31,469.37,1,3,4,3.52,5,1.0,0.0,0,0.0,gas,vegetarian,1,1.0,783.35
0x39e2,483.88,48.35,1032.25,1677.45,443.98,4,1,1,2.17,5,0.0,0.0,0,1.0,electric,omnivore,1,1.0,908.17
0x610,222.32,19.74,255.77,1774.51,484.8,9,1,5,5.46,1,1.0,0.0,0,1.0,gas,omnivore,1,1.0,648.33
0x3863,360.87,41.88,986.05,1859.43,544.12,5,2,1,0.0,1,1.0,1.0,1,0.0,electric,omnivore,0,0.0,715.53
0x21f2,415.1,39.43,802.02,2017.92,491.42,3,2,3,0.38,8,1.0,0.0,0,1.0,gas,vegan,0,0.0,439.54
0x15e5,533.73,-77.0,1363.37,2602.53,545.37,0,5,2,1.88,6,1.0,1.0,1,0.0,electric,vegetarian,1,0.0,812.29
0x2d70,405.59,-99.0,848.21,2415.39,625.29,0,1,3,1.54,5,1.0,0.0,0,0.0,electric,vegan,1,0.0,530.58
0x2d9f,474.22,47.46,-51.82065605845992,1058.55,263.15,2,6,3,3.75,2,1.0,0.0,0,0.0,electric,omnivore,1,1.0,946.76
0x2418,264.06,-22.0,1266.89,2017.3,443.62,4,uG;]1,4,3.06,2,0.0,0.0,1,1.0,gas,omnivore,0,0.0,848.37
0x21fc,272.5,42.07,620.05,1791.58,324.12,3,3,2,1.72,5,1.0,1.0,0,1.0,none,omnivore,1,0.0,644.51
0x495e,526.94,34.75,849.22,1493.82,427.01,3,4,3,3.48,3,1.0,0.0,0,1.0,none,omnivore,0,0.0,773.63
0x4275,455.65,72.74,594.5,2326.15,367.24,2,3,4,4.09,9,1.0,0.0,0,0.0,gas,vegetarian,0,1.0,752.28
0x3278,410.61,67.48,1624.04,2352.68,435.23,3,9,2,1.74,7,0.0,1.0,1,0.0,gas,omnivore,0,0.0,1172.5
0x43c6,423.95,78.91,381.93,1449.41,460.39,9,4,2,3.95,5,1.0,0.0,0,1.0,electric,omnivore,0,0.0,896.47
0x3e2d,406.81,67.8,692.56,1605.5,472.37,6,5,3,3.9,6,1.0,0.0,1,0.0,gas,omnivore,0,1.0,937.53
0x2f05,599.49,91.25,932.93,1875.15,493.23,2,7,3,3.26,6,1.0,0.0,0,1.0,gas,vegetarian,0,0.0,780.54
0x2398,461.57,40.78,593.49,1142.9,389.31,7,1,3,2.09,6,0.0,1.0,1,1.0,electric,vegetarian,1,1.0,512.63
0x34fe,298.86,53.52,710.38,1383.06,264.82,0,6,4,2.5,5,0.0,0.0,0,0.0,electric,omnivore,0,0.0,849.43
0x3ca1,601.51,38.63,1065.08,1966.85,555.85,1,3,2,2.63,2,1.0,1.0,0,0.0,&uOEG,vegetarian,1,0.0,788.56
0xdd8,293.61,37.84,1167.47,1514.79,501.3,0,3,2,3.02,7,1.0,0.0,0,0.0,gas,omnivore,0,1.0,989.95
0x1100,272.3,63.99,1414.63,2541.3,536.21,5,6,4,1.77,4,0.0,1.0,0,0.0,gas,omnivore,1,0.0,1040.76
0x2556,464.44,43.27,738.44,2904.84,516.3,8,1,4,3.06,1,1.0,0.0,1,1.0,gas,omnivore,1,1.0,699.17
0xae7,363.95,69.1,413.22,P;`f],390.65,7,5,3,2.85,2,1.0,1.0,1,1.0,gas,omnivore,1,0.0,728.98
0x4a8,123.96,46.83,590.87,1536.44,463.88,1,1,3,0.56,6,1.0,0.0,0,1.0,electric,omnivore,0,0.0,579.66
0x23d4,501.13,53.73,711.06,2457.58,259.4,7,3,4,2.42,1,1.0,0.0,0,0.0,gas,vegan,1,0.0,535.56
0x1e0f,369.59,51.26,528.74,1509.46,389.05,1,2,4,1.38,5,1.0,1.0,0,0.0,&0|'b,vegan,0,1.0,440.61
0x5016,589.76,59.41,704.4,2063.5,397.47,6,4,4,5.99,7,1.0,1.0,0,1.0,none,vegetarian,0,1.0,686.26
0x47a2,308.36,24.99,659.5,1628.45,220.39,5,1,3,4.52,5,1.0,0.0,0,1.0,electric,vegetarian,1,0.0,607.75
0x1c66,533.86,79.25,1362.59,2752.87,552.69,5,4,3,2.9,6,1.0,0.0,0,0.0,electric,vegetarian,0,1.0,855.05
0x48b5,518.67,87.74,741.14,2462.38,520.63,6,7,2,2.86,7,0.0,1.0,0,1.0,electric,omnivore,1,0.0,1027.1
0xe7f,538.3,2.34,314.97,2355.05,422.8,10,1,3,3.02,8,1.0,0.0,0,1.0,electric,omnivore,0,0.0,642.51
0x3814,369.18,49.27,967.97,2658.79,461.69,3,4,4,4.25,6,1.0,0.0,0,1.0,none,omnivore,0,0.0,833.01
0x59a,262.79,28.92,520.23,1843.45,414.76,11,1,5,1.16,2,0.0,1.0,1,1.0,gas,omnivore,1,0.0,532.83
0x1506,293.73,33.95,555.35,539.84,429.25,-6,1,3,2.17,1,1.0,0.0,0,1.0,gas,omnivore,0,0.0,649.52
0x428c,445.63,46.64,757.1,988.83,449.07,8,2,2,2.91,5,1.0,0.0,0,0.0,electric,vegetarian,1,0.0,721.09
0x4004,422.69,35.29,1102.61,2176.2,434.06,3,5,4,1.81,6,0.0,0.0,0,1.0,electric,omnivore,0,0.0,782.74
0x84e,345.76,99.46,1050.98,1539.95,499.38,2,4,1,1.85,1,1.0,0.0,1,1.0,electric,omnivore,1,0.0,931.6
0x479e,449.54,46.95,796.46,2071.15,358.72,4,2,3,3.49,6,1.0,0.0,0,,vw&ag,vegan,1,0.0,521.88
0x4432,393.04,31.29,481.18,1234.29,381.53,4,1,5,4.13,5,1.0,,0,1.0,gas,vegetarian,0,0.0,555.8
0x1ba5,596.15,79.73,1217.8,1939.55,441.6,0,5,3,3.55,3,0.0,1.0,0,1.0,none,omnivore,0,1.0,988.07
0x2de2,347.63,24.6,587.15,1241.36,420.85,4,4,4,3.28,2,1.0,0.0,0,1.0,electric,vegetarian,1,0.0,523.75
0x4342,433.77,67.82,494.3,1581.08,450.69,5,1,1,4.93,1,1.0,0.0,0,0.0,gas,vegetarian,1,0.0,858.0
0x3c0d,300.77,47.61,777.44,2305.42,205.26,0,5,2,3.14,4,1.0,0.0,0,1.0,gas,vegetarian,0,1.0,627.5
0x28c0,472.79,41.53,97.0,wz~#8,430.78,7,1,3,2.56,5,0.0,0.0,1,0.0,gas,omnivore,0,,691.38
0x4448,332.41,23.31,350.44,1065.04,493.12,3,3,3,3.61,5,1.0,1.0,0,1.0,gas,vegan,0,1.0,426.24
0x2bb9,342.24,58.07,672.71,2571.96,418.25,9,1,3,2.36,1,1.0,0.0,0,0.0,electric,omnivore,0,0.0,851.52
0x1cfb,502.43,75.63,976.89,2167.69,359.23,2,5,3,1.51,8,1.0,0.0,0,0.0,gas,omnivore,1,1.0,993.72
0x3992,339.27,65.45,782.88,1650.73,370.44,0,2,2,2.16,6,0.0,0.0,0,0.0,electric,omnivore,1,0.0,994.51
0x2bf2,-33.0,62.57,1226.17,1471.8,448.6,3,3,2,3.14,9,1.0,1.0,0,,gas,vegetarian,1,0.0,800.32
0x15df,508.14,43.55,983.61,2673.82,499.24,2,1,5,3.61,4,0.0,1.0,1,1.0,none,vegetarian,0,0.0,569.15
0x492f,468.65,83.55,407.94,2367.15,503.44,7,6,2,4.12,6,1.0,0.0,1,0.0,electric,vegan,0,0.0,593.4
0x147a,342.26,69.67,789.63,2538.59,347.64,8,4,1,3.66,1,0.0,1.0,0,0.0,gas,omnivore,1,0.0,498.17
0xfb7,460.78,53.23,521.14,1682.55,446.81,5,1,4,2.55,3,1.0,0.0,0,0.0,A@uBX,omnivore,1,0.0,814.89
0x4acc,344.65,42.01,1121.47,1814.45,345.26,0,5,3,3.97,5,1.0,0.0,0,1.0,gas,omnivore,1,1.0,830.35
0x348b,571.92,23.97,778.31,2354.77,337.71,5,2,5,0.97,6,0.0,0.0,0,0.0,electric,omnivore,1,0.0,736.75
0xf90,396.83,36.61,1025.35,1563.58,158.66,1,3,2,4.97,3,,0.0,0,1.0,gas,vegan,0,0.0,584.57
0x2dad,353.54,46.2,960.15,1224.24,443.76,4,1,4,3.32,5,1.0,1.0,1,0.0,electric,omnivore,1,0.0,862.44
0xcca,408.82,34.08,911.31,1737.99,451.79,3,4,2,4.36,7,0.0,,0,0.0,electric,vegetarian,1,1.0,794.77
0x4939,519.21,56.45,1775.6938392685167,2519.35,410.21,8,2,3,0.49,1,1.0,1.0,0,1.0,gas,omnivore,0,1.0,716.74
0x2869,409.01,21.3,951.51,2121.67,571.58,0,3,3,2.55,3,1.0,1.0,1,0.0,electric,vegetarian,1,,600.93
0x3525,345.33,57.09,446.24,cyK_j,575.16,2,5,2,3.73,6,1.0,0.0,0,,electric,vegan,0,0.0,566.38
0xc3f,405.6,57.57,609.68,1148.79,246.74,1,3,1,3.07,9,1.0,0.0,0,0.0,tI5Gg,omnivore,0,,1038.61
0x250d,270.93,62.92,737.67,2711.87,414.37,2,2,4,3.59,5,1.0,1.0,0,1.0,electric,omnivore,0,1.0,781.86
0x3b4b,340.07,43.71,709.46,3047.85,354.63,4,5,5,5.04,1,0.0,1.0,0,0.0,gas,omnivore,0,1.0,925.97
0x2290,355.42,49.32,365.3,913.78,266.24,10,1,3,1.8,9,1.0,0.0,0,1.0,electric,omnivore,1,0.0,670.48
0x45b2,438.98,28.13,561.3,1345.15,381.14,5,3,4,3.51,1,1.0,1.0,0,1.0,gas,omnivore,1,1.0,694.55
0x1421,342.69,55.11,987.49,2468.9,558.51,7,2,2,5.24,8,1.0,0.0,0,0.0,electric,vegetarian,0,0.0,889.7
0x44c1,310.8,51.94,846.03,1139.52,504.75,2,3,1,1.41,2,1.0,1.0,0,1.0,gas,omnivore,1,0.0,797.9
0x27ea,428.29,57.28,1034.24,2248.48,314.45,3,3,0,3.86,8,1.0,0.0,1,1.0,gas,omnivore,0,,877.5
0x4619,349.22,32.3,814.81,1378.6,412.24,3,2,3,2.0,4,1.0,0.0,0,0.0,electric,omnivore,0,0.0,787.96
0x1d5f,286.86,46.42,414.19,1598.9,325.25,3,TWP2t,3,5.24,1,1.0,1.0,0,1.0,gas,omnivore,1,0.0,834.2
0x2bdd,401.29,69.59,773.7,1040.93,427.61,2,1,2,6.28,4,1.0,1.0,0,1.0,none,vegetarian,1,0.0,774.18
0x45ca,275.41,51.61,819.69,400.0,499.79,3,6,3,3.96,5,1.0,0.0,0,1.0,gas,vegetarian,0,0.0,657.82
0x1899,331.66,38.68,1175.92,1755.96,436.83,5,5,2,4.0,4,1.0,0.0,1,0.0,gas,vegetarian,0,0.0,781.47
0x2c6f,353.93,28.56,633.3,2185.86,466.14,0,2,3,4.09,3,1.0,0.0,1,0.0,gas,vegan,0,0.0,513.23
0x4298,392.65,49.06,644.61,2999.34,625.47,2,1,3,1.3,1,0.0,0.0,0,0.0,gas,omnivore,1,0.0,839.35
0xeb1,355.17,63.68,635.67,1409.56,356.29,0,1,4,1.95,6,1.0,0.0,0,0.0,gas,omnivore,0,,843.61
0x2e61,460.73,49.2,759.87,1084.28,386.62,3,2,3,4.91,3,1.0,,0,1.0,electric,vegetarian,0,0.0,1085.95
0x50f8,306.63,53.72,588.21,1842.6,476.53,5,4,3,1.58,9,1.0,0.0,0,0.0,electric,vegetarian,0,1.0,593.8
0x512,322.55,31.46,599.11,1831.98,431.92,1,7,3,3.22,7,0.0,1.0,0,1.0,none,omnivore,0,0.0,708.63
0x4570,472.27,30.57,914.8,2262.69,322.51,3,4,4,3.44,7,0.0,1.0,1,0.0,gas,vegan,1,0.0,546.99
0x3068,157.41,63.29,440.72,1663.77,332.72,4,5,3,2.44,2,,1.0,0,0.0,gas,vegetarian,1,0.0,620.13
0x2365,405.81,0.0,141.28,1553.88,374.19,4,3,5,2.34,2,1.0,1.0,0,0.0,electric,omnivore,1,1.0,505.65
0x28cd,477.86,27.58,-293.7519596460369,1556.85,446.4,6,4,4,3.57,8,1.0,1.0,0,0.0,electric,vegetarian,0,,653.43
0x107c,551.15,36.31,685.69,1778.78,529.89,2,3,3,1.62,1,1.0,0.0,0,1.0,electric,omnivore,0,1.0,668.17
0x2e14,345.79,52.97,684.58,1429.45,484.35,0,5,2,1.83,4,,0.0,0,0.0,electric,omnivore,0,1.0,812.8
0x21c1,358.04,69.11,926.49,2331.03,348.45,4,4,3,0.7,7,0.0,1.0,0,1.0,electric,omnivore,1,1.0,780.69
0xfae,525.57,50.51,755.26,1664.26,496.52,3,1,3,2.39,4,1.0,0.0,0,0.0,electric,omnivore,1,1.0,873.96
0x23f9,545.11,51.08,929.82,2384.56,518.02,0,4,4,3.95,2,1.0,0.0,0,,gas,omnivore,0,1.0,862.9
0x7af,369.4,25.65,529.26,400.0,296.6,3,4,3,1.82,2,1.0,0.0,0,0.0,electric,omnivore,1,0.0,679.2
0x312e,531.2,34.51,1124.97,2250.91,508.15,0,5,4,0.39,7,1.0,0.0,1,0.0,gas,omnivore,0,0.0,745.21
0x16db,314.52,54.67,888.7,2519.96,415.29,6,1,4,3.96,5,0.0,1.0,0,0.0,electric,omnivore,1,,995.67
0x4b1f,310.05,72.26,151.006597545972,2395.47,461.99,3,2,2,2.74,8,1.0,1.0,0,1.0,electric,omnivore,0,0.0,952.65
0x4d29,417.43,34.64,501.53,1143.86,-55.0,1,2,3,5.0,3,0.0,1.0,0,1.0,gas,omnivore,1,0.0,874.84
0x43f6,410.92,69.84,319.58,2027.11,318.08,7,5,5,3.73,3,1.0,1.0,0,1.0,gas,vegan,0,0.0,472.09
0x3c8a,245.04,59.39,980.95,1481.82,413.93,5,4,3,4.22,8,1.0,0.0,0,0.0,electric,vegetarian,1,0.0,797.08
0x2fcf,419.69,59.99,767.09,2241.39,587.48,3,8,2,2.96,4,0.0,1.0,0,1.0,gas,omnivore,1,0.0,944.29
0x1032,463.65,-55.0,672.08,1813.71,372.14,4,3,1,0.64,6,0.0,0.0,0,0.0,electric,omnivore,1,1.0,853.57
0x1224,326.22,79.17,1060.22,1770.18,193.29,0,3,2,3.83,5,0.0,1.0,0,0.0,lV!U~,vegetarian,0,0.0,904.37
0x4240,557.25,85.78,1510.69,1915.93,452.79,0,4,2,5.24,7,0.0,0.0,0,0.0,none,vegetarian,1,1.0,1043.0
0x323b,291.35,44.38,1191.47,1959.04,404.24,1,5,2,2.85,6,1.0,1.0,0,0.0,`kWG`,vegetarian,1,1.0,744.07
0x22f7,373.8,36.91,0.0,1408.51,342.87,9,RlTbI,2,2.87,3,1.0,0.0,0,0.0,none,omnivore,0,1.0,608.5
0x323e,263.45,51.3,916.62,1663.3,369.93,2,3,3,4.7,4,0.0,1.0,0,1.0,gas,omnivore,1,0.0,968.42
0x1614,-99.0,35.23,691.31,1900.7,576.42,4,4,4,2.77,4,1.0,0.0,0,1.0,electric,omnivore,1,0.0,703.49
0x14fc,347.5,15.21,612.58,1710.01,288.39,0,2,4,1.34,3,1.0,0.0,0,1.0,gas,omnivore,1,0.0,583.93
0x3588,-44.0,82.11,1010.65,2325.11,340.24,4,1,3,2.75,6,1.0,1.0,0,0.0,electric,vegan,0,0.0,640.19
0x419c,518.1,51.47,724.04,M~~l*,591.28,0,1,2,3.15,8,1.0,1.0,0,0.0,electric,vegan,1,0.0,604.51
0x197a,301.21,51.31,518.48,1777.37,464.3,9,1,3,5.58,9,0.0,0.0,0,0.0,electric,vegetarian,0,0.0,804.23
0x2062,466.96,66.62,601.99,1122.39,364.85,2,2,1,5.48,6,0.0,0.0,1,0.0,gas,vegan,0,0.0,691.24
0x217b,423.67,59.68,1119.92,1315.24,377.22,1,2,2,5.21,8,0.0,0.0,0,1.0,none,omnivore,1,0.0,1084.62
0x2d27,339.69,9.2,643.69,1901.94,401.03,0,3,5,2.28,3,1.0,1.0,0,0.0,electric,vegetarian,1,0.0,506.86
0x1a26,269.18,26.26,644.65,1718.91,432.85,5,1,3,4.11,9,1.0,0.0,0,0.0,none,omnivore,0,0.0,817.57
